================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=,_jeans, v=2, w=0.11853754760642247, v*w=0.23707509521284495
f=and_red, v=1, w=0.23000902861270475, v*w=0.23000902861270475
f=man_with, v=1, w=0.21935247234075558, v*w=0.21935247234075558
f=,_and, v=1, w=0.17499667000079155, v*w=0.17499667000079155
f=boots, v=1, w=0.16641186041971462, v*w=0.16641186041971462
f=horse, v=1, w=0.1621271879128875, v*w=0.1621271879128875
f=rides, v=2, w=0.07598147841021857, v*w=0.15196295682043715
f=People_are, v=1, w=0.15053969754853444, v*w=0.15053969754853444
f=next, v=2, w=0.06682096910511319, v*w=0.13364193821022638
f=chaps, v=2, w=0.06274139423176557, v*w=0.12548278846353114
f=to_a, v=1, w=0.09392205713697577, v*w=0.09392205713697577
f=young_boy, v=1, w=0.08448076603234354, v*w=0.08448076603234354
f=and_blue, v=1, w=0.07642540878649778, v*w=0.07642540878649778
f=plaid_shirt, v=1, w=0.0753866568132496, v*w=0.0753866568132496
f=boy, v=1, w=0.07226716196404466, v*w=0.07226716196404466
f=and_chaps, v=2, w=0.03341427189891916, v*w=0.06682854379783831
f=chaps_rides, v=2, w=0.03341427189891916, v*w=0.06682854379783831
f=are_riding, v=1, w=0.06440032644495951, v*w=0.06440032644495951
f=jeans, v=2, w=0.022939537752417707, v*w=0.045879075504835415
f=red_boots, v=1, w=0.042729647120230585, v*w=0.042729647120230585
f=to_him, v=1, w=0.030636612376906142, v*w=0.030636612376906142
f=horses_and, v=1, w=0.030026984300626967, v*w=0.030026984300626967
f=pony, v=1, w=0.025511706061476905, v*w=0.025511706061476905
f=boots_and, v=1, w=0.011503525492248418, v*w=0.011503525492248418
f=plaid, v=1, w=0.0070046207316812326, v*w=0.0070046207316812326
f=bay, v=1, w=0.006626883722514977, v*w=0.006626883722514977
f=hat_green, v=1, w=0, v*w=0
f=green_plaid, v=1, w=0, v*w=0
f=bay_horse, v=1, w=0, v*w=0
f=horse_next, v=1, w=0, v*w=0
f=a_pony, v=1, w=0, v*w=0
f=pony_next, v=1, w=0, v*w=0
f=and_ponies, v=1, w=0, v*w=0
f=ponies_outside, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=outside, v=1, w=-0.001485132525099549, v*w=-0.001485132525099549
f=a_bay, v=1, w=-0.002742236972414644, v*w=-0.002742236972414644
f=a_cowboy, v=2, w=-0.0017575705285565427, v*w=-0.0035151410571130854
f=cowboy, v=2, w=-0.005086700520703331, v*w=-0.010173401041406661
f=him_., v=1, w=-0.03744232646650364, v*w=-0.03744232646650364
f=ponies, v=1, w=-0.050712185684272756, v*w=-0.050712185684272756
f=riding, v=1, w=-0.05798092348603508, v*w=-0.05798092348603508
f=hat_and, v=1, w=-0.08873855981762496, v*w=-0.08873855981762496
f=blue, v=1, w=-0.1464004062951875, v*w=-0.1464004062951875
f=man, v=1, w=-0.14954275836407363, v*w=-0.14954275836407363
f=red, v=1, w=-0.18428774132984588, v*w=-0.18428774132984588
f=jeans_and, v=1, w=-0.190620765327814, v*w=-0.190620765327814
f=boy_with, v=1, w=-0.2327543018190722, v*w=-0.2327543018190722
f=cowboy_hat, v=2, w=-0.12533660938931346, v*w=-0.2506732187786269
f=shirt_,, v=2, w=-0.1259845980214856, v*w=-0.2519691960429712
f=shirt, v=2, w=-0.13738619608867372, v*w=-0.27477239217734745
f=horses, v=1, w=-0.30721837469089924, v*w=-0.30721837469089924
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=hat, v=2, w=-0.16870477777313114, v*w=-0.3374095555462623
f=green, v=1, w=-0.3782625520044233, v*w=-0.3782625520044233
f=young, v=1, w=-0.43314418331457044, v*w=-0.43314418331457044
f=him, v=1, w=-0.4467484481914919, v*w=-0.4467484481914919
f=are, v=1, w=-0.6460762017236287, v*w=-0.6460762017236287
f=with, v=2, w=-0.37578220266504436, v*w=-0.7515644053300887
f=rides_a, v=2, w=-0.39383000538957036, v*w=-0.7876600107791407
f=word_mismatch, v=24, w=-0.04797307969310231, v*w=-1.1513539126344554
f=to, v=2, w=-0.8016492569411924, v*w=-1.6032985138823848
f=and, v=5, w=-0.39896675096440504, v*w=-1.9948337548220252
f=a, v=5, w=-0.40085934414878244, v*w=-2.004296720743912
================================================================================
P: A hiker pokes his head out of a tent high in the mountains .
H: The hiker heard a noise .
label=0, predicted=0, correct
f=length_diff, v=8, w=0.2283268767017618, v*w=1.8266150136140944
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=of_a, v=1, w=0.2468873764455795, v*w=0.2468873764455795
f=pokes, v=1, w=0.17370451659300123, v*w=0.17370451659300123
f=pokes_his, v=1, w=0.11837296278458292, v*w=0.11837296278458292
f=head_out, v=1, w=0.11162724880635143, v*w=0.11162724880635143
f=noise, v=1, w=0.0995278993412727, v*w=0.0995278993412727
f=mountains_., v=1, w=0.06808180835422444, v*w=0.06808180835422444
f=his_head, v=1, w=0.03833368505898398, v*w=0.03833368505898398
f=a_noise, v=1, w=0.03653104383357205, v*w=0.03653104383357205
f=noise_., v=1, w=0.03653104383357205, v*w=0.03653104383357205
f=hiker_pokes, v=1, w=0, v*w=0
f=tent_high, v=1, w=0, v*w=0
f=The_hiker, v=1, w=0, v*w=0
f=hiker_heard, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=tent, v=1, w=-0.007546222375433712, v*w=-0.007546222375433712
f=in_the, v=1, w=-0.011687244813448, v*w=-0.011687244813448
f=heard_a, v=1, w=-0.02099553351349246, v*w=-0.02099553351349246
f=heard, v=1, w=-0.031063498379407063, v*w=-0.031063498379407063
f=high_in, v=1, w=-0.04398387877732547, v*w=-0.04398387877732547
f=mountains, v=1, w=-0.067335870205255, v*w=-0.067335870205255
f=a_tent, v=1, w=-0.0711319218695402, v*w=-0.0711319218695402
f=the_mountains, v=1, w=-0.08625562757404315, v*w=-0.08625562757404315
f=A_hiker, v=1, w=-0.0917697274613889, v*w=-0.0917697274613889
f=head, v=1, w=-0.12245038414827926, v*w=-0.12245038414827926
f=hiker, v=2, w=-0.10454081444842361, v*w=-0.20908162889684723
f=out, v=1, w=-0.22690062240968475, v*w=-0.22690062240968475
f=out_of, v=1, w=-0.28327208672969684, v*w=-0.28327208672969684
f=A, v=1, w=-0.3083650202568235, v*w=-0.3083650202568235
f=of, v=1, w=-0.37790219820508486, v*w=-0.37790219820508486
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=high, v=1, w=-0.5156079412596383, v*w=-0.5156079412596383
f=word_mismatch, v=11, w=-0.04797307969310231, v*w=-0.5277038766241254
f=The, v=1, w=-0.5582273554905617, v*w=-0.5582273554905617
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=his, v=1, w=-0.6983216445175804, v*w=-0.6983216445175804
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
================================================================================
P: Children participating at a party while looking at the one kid in exuberance over the new toy .
H: Children are at a party
label=1, predicted=0, wrong
f=length_diff, v=13, w=0.2283268767017618, v*w=2.9682493971229036
f=lexical_overlap, v=4, w=0.3830654707424352, v*w=1.5322618829697408
f=over_the, v=1, w=0.2540365605810478, v*w=0.2540365605810478
f=are_at, v=1, w=0.2171829309158822, v*w=0.2171829309158822
f=while_looking, v=1, w=0.17917263537473763, v*w=0.17917263537473763
f=toy_., v=1, w=0.12686590114101304, v*w=0.12686590114101304
f=at_the, v=1, w=0.06979702968023362, v*w=0.06979702968023362
f=participating, v=1, w=0.06695218542432328, v*w=0.06695218542432328
f=looking, v=1, w=0.0664856501523809, v*w=0.0664856501523809
f=looking_at, v=1, w=0.0316195317699033, v*w=0.0316195317699033
f=Children_are, v=1, w=0.031215285531024622, v*w=0.031215285531024622
f=a_party, v=2, w=0.01307607485885723, v*w=0.02615214971771446
f=one_kid, v=1, w=0.02334299572194246, v*w=0.02334299572194246
f=kid_in, v=1, w=0.008113689803927314, v*w=0.008113689803927314
f=Children_participating, v=1, w=0, v*w=0
f=participating_at, v=1, w=0, v*w=0
f=in_exuberance, v=1, w=0, v*w=0
f=exuberance_over, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=kid, v=1, w=-0.0017905295211874132, v*w=-0.0017905295211874132
f=new_toy, v=1, w=-0.002080813742417683, v*w=-0.002080813742417683
f=exuberance, v=1, w=-0.014564196789052962, v*w=-0.014564196789052962
f=Children, v=2, w=-0.015691773342668067, v*w=-0.03138354668533613
f=party_while, v=1, w=-0.050568766997970034, v*w=-0.050568766997970034
f=toy, v=1, w=-0.06744370030303587, v*w=-0.06744370030303587
f=one, v=1, w=-0.07380989647199508, v*w=-0.07380989647199508
f=the_one, v=1, w=-0.09892033072828552, v*w=-0.09892033072828552
f=the_new, v=1, w=-0.12320332158431185, v*w=-0.12320332158431185
f=at_a, v=2, w=-0.08622086192337773, v*w=-0.17244172384675546
f=while, v=1, w=-0.31090945168669804, v*w=-0.31090945168669804
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=over, v=1, w=-0.50241789362678, v*w=-0.50241789362678
f=word_mismatch, v=12, w=-0.04797307969310231, v*w=-0.5756769563172277
f=new, v=1, w=-0.580033112134813, v*w=-0.580033112134813
f=are, v=1, w=-0.6460762017236287, v*w=-0.6460762017236287
f=party, v=2, w=-0.350011814517912, v*w=-0.700023629035824
f=at, v=3, w=-0.26136614004677544, v*w=-0.7840984201403263
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
f=the, v=2, w=-0.5978066899968455, v*w=-1.195613379993691
================================================================================
P: two women in lab coats looking on a image projected on the wall
H: Scientists are interpreting experimental findings .
label=0, predicted=0, correct
f=length_diff, v=7, w=0.2283268767017618, v*w=1.5982881369123325
f=women_in, v=1, w=0.3501647693429908, v*w=0.3501647693429908
f=on_the, v=1, w=0.2665158312004819, v*w=0.2665158312004819
f=two, v=1, w=0.22081561698439575, v*w=0.22081561698439575
f=on_a, v=1, w=0.1768242450195646, v*w=0.1768242450195646
f=two_women, v=1, w=0.12834551196159674, v*w=0.12834551196159674
f=coats, v=1, w=0.10048706754062313, v*w=0.10048706754062313
f=projected_on, v=1, w=0.07707482126162882, v*w=0.07707482126162882
f=looking, v=1, w=0.0664856501523809, v*w=0.0664856501523809
f=projected, v=1, w=0.05672379168652989, v*w=0.05672379168652989
f=lab_coats, v=1, w=0.04518542284359972, v*w=0.04518542284359972
f=the_wall, v=1, w=0.03222140964680372, v*w=0.03222140964680372
f=interpreting, v=1, w=0, v*w=0
f=findings, v=1, w=0, v*w=0
f=in_lab, v=1, w=0, v*w=0
f=coats_looking, v=1, w=0, v*w=0
f=a_image, v=1, w=0, v*w=0
f=image_projected, v=1, w=0, v*w=0
f=Scientists_are, v=1, w=0, v*w=0
f=are_interpreting, v=1, w=0, v*w=0
f=interpreting_experimental, v=1, w=0, v*w=0
f=experimental_findings, v=1, w=0, v*w=0
f=findings_., v=1, w=0, v*w=0
f=lexical_overlap, v=0, w=0.3830654707424352, v*w=0.0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=experimental, v=1, w=-0.018750299241617658, v*w=-0.018750299241617658
f=image, v=1, w=-0.029857133704224242, v*w=-0.029857133704224242
f=looking_on, v=1, w=-0.031011763195003948, v*w=-0.031011763195003948
f=Scientists, v=1, w=-0.039595507577731226, v*w=-0.039595507577731226
f=women, v=1, w=-0.06125169166873571, v*w=-0.06125169166873571
f=lab, v=1, w=-0.06981149053438654, v*w=-0.06981149053438654
f=wall, v=1, w=-0.162104927044826, v*w=-0.162104927044826
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=in, v=1, w=-0.4621736065762428, v*w=-0.4621736065762428
f=word_mismatch, v=12, w=-0.04797307969310231, v*w=-0.5756769563172277
f=on, v=2, w=-0.29811008903331604, v*w=-0.5962201780666321
f=the, v=1, w=-0.5978066899968455, v*w=-0.5978066899968455
f=are, v=1, w=-0.6460762017236287, v*w=-0.6460762017236287
================================================================================
P: A gathering of young African males under a thatched roof .
H: A group of men are under a roof .
label=1, predicted=0, wrong
f=lexical_overlap, v=6, w=0.3830654707424352, v*w=2.298392824454611
f=length_diff, v=2, w=0.2283268767017618, v*w=0.4566537534035236
f=gathering, v=1, w=0.18688175935452242, v*w=0.18688175935452242
f=men_are, v=1, w=0.1517472250324531, v*w=0.1517472250324531
f=are_under, v=1, w=0.09007332328887621, v*w=0.09007332328887621
f=A_gathering, v=1, w=0.07670447315066926, v*w=0.07670447315066926
f=group, v=1, w=0.05546798434879638, v*w=0.05546798434879638
f=thatched, v=1, w=0.0491698136955806, v*w=0.0491698136955806
f=of_men, v=1, w=0.00896868393714233, v*w=0.00896868393714233
f=a_roof, v=1, w=0.002542366125437404, v*w=0.002542366125437404
f=young_African, v=1, w=0, v*w=0
f=African_males, v=1, w=0, v*w=0
f=males_under, v=1, w=0, v*w=0
f=a_thatched, v=1, w=0, v*w=0
f=thatched_roof, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=roof, v=2, w=-0.00541055535039011, v*w=-0.01082111070078022
f=males, v=1, w=-0.019753438719010592, v*w=-0.019753438719010592
f=of_young, v=1, w=-0.026065392232170664, v*w=-0.026065392232170664
f=gathering_of, v=1, w=-0.031032954342875375, v*w=-0.031032954342875375
f=under_a, v=2, w=-0.01903916257287272, v*w=-0.03807832514574544
f=group_of, v=1, w=-0.07273928704859826, v*w=-0.07273928704859826
f=A_group, v=1, w=-0.07291392174916575, v*w=-0.07291392174916575
f=roof_., v=2, w=-0.036906936556018954, v*w=-0.07381387311203791
f=African, v=1, w=-0.1520639122235818, v*w=-0.1520639122235818
f=men, v=1, w=-0.21430049750605148, v*w=-0.21430049750605148
f=word_mismatch, v=5, w=-0.04797307969310231, v*w=-0.23986539846551158
f=under, v=2, w=-0.12692976163386516, v*w=-0.2538595232677303
f=young, v=1, w=-0.43314418331457044, v*w=-0.43314418331457044
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
f=are, v=1, w=-0.6460762017236287, v*w=-0.6460762017236287
f=of, v=2, w=-0.37790219820508486, v*w=-0.7558043964101697
f=a, v=2, w=-0.40085934414878244, v*w=-0.8017186882975649
================================================================================
P: A young boy swinging on a swing .
H: A boy swings outside .
label=1, predicted=1, correct
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=length_diff, v=3, w=0.2283268767017618, v*w=0.6849806301052854
f=outside_., v=1, w=0.6659319901243318, v*w=0.6659319901243318
f=swing_., v=1, w=0.1907869536119976, v*w=0.1907869536119976
f=on_a, v=1, w=0.1768242450195646, v*w=0.1768242450195646
f=boy, v=2, w=0.07226716196404466, v*w=0.14453432392808932
f=young_boy, v=1, w=0.08448076603234354, v*w=0.08448076603234354
f=boy_swings, v=1, w=0.08434424966695882, v*w=0.08434424966695882
f=swings, v=1, w=0.010643514858056917, v*w=0.010643514858056917
f=boy_swinging, v=1, w=0, v*w=0
f=swings_outside, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=outside, v=1, w=-0.001485132525099549, v*w=-0.001485132525099549
f=A_young, v=1, w=-0.009801983226115946, v*w=-0.009801983226115946
f=A_boy, v=1, w=-0.0186604884231922, v*w=-0.0186604884231922
f=swinging_on, v=1, w=-0.07177292716049934, v*w=-0.07177292716049934
f=swinging, v=1, w=-0.10313326789609308, v*w=-0.10313326789609308
f=a_swing, v=1, w=-0.10934675527540881, v*w=-0.10934675527540881
f=swing, v=1, w=-0.1344826093050234, v*w=-0.1344826093050234
f=word_mismatch, v=5, w=-0.04797307969310231, v*w=-0.23986539846551158
f=on, v=1, w=-0.29811008903331604, v*w=-0.29811008903331604
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=young, v=1, w=-0.43314418331457044, v*w=-0.43314418331457044
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
================================================================================
P: A man with a gray beard and an apron smiles .
H: A man smiling .
label=1, predicted=1, correct
f=length_diff, v=7, w=0.2283268767017618, v*w=1.5982881369123325
f=lexical_overlap, v=3, w=0.3830654707424352, v*w=1.1491964122273055
f=A_man, v=2, w=0.324577417131331, v*w=0.649154834262662
f=smiles, v=1, w=0.42960859217431135, v*w=0.42960859217431135
f=smiling_., v=1, w=0.3279471491361516, v*w=0.3279471491361516
f=with_a, v=1, w=0.2523841160226351, v*w=0.2523841160226351
f=smiling, v=1, w=0.23872128378620716, v*w=0.23872128378620716
f=man_with, v=1, w=0.21935247234075558, v*w=0.21935247234075558
f=smiles_., v=1, w=0.18931161648625333, v*w=0.18931161648625333
f=gray, v=1, w=0.1472863858061358, v*w=0.1472863858061358
f=an_apron, v=1, w=0.09443251786607598, v*w=0.09443251786607598
f=apron, v=1, w=0.08800215821120623, v*w=0.08800215821120623
f=a_gray, v=1, w=0.008574945597641062, v*w=0.008574945597641062
f=gray_beard, v=1, w=0.008385072406180933, v*w=0.008385072406180933
f=apron_smiles, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=man_smiling, v=1, w=-0.036798532352142775, v*w=-0.036798532352142775
f=beard, v=1, w=-0.11557781420551454, v*w=-0.11557781420551454
f=beard_and, v=1, w=-0.29323921933921054, v*w=-0.29323921933921054
f=man, v=2, w=-0.14954275836407363, v*w=-0.29908551672814726
f=and_an, v=1, w=-0.3069317547564804, v*w=-0.3069317547564804
f=an, v=1, w=-0.32472737342345664, v*w=-0.32472737342345664
f=with, v=1, w=-0.37578220266504436, v*w=-0.37578220266504436
f=word_mismatch, v=8, w=-0.04797307969310231, v*w=-0.3837846375448185
f=and, v=1, w=-0.39896675096440504, v*w=-0.39896675096440504
f=a, v=1, w=-0.40085934414878244, v*w=-0.40085934414878244
f=A, v=2, w=-0.3083650202568235, v*w=-0.616730040513647
================================================================================
P: A lady in a black shirt is standing in a crowd with a rolled up piece of paper in her hands .
H: The lady has a paper in her hands .
label=1, predicted=0, wrong
f=length_diff, v=13, w=0.2283268767017618, v*w=2.9682493971229036
f=lexical_overlap, v=7, w=0.3830654707424352, v*w=2.6814582951970465
f=her_hands, v=2, w=0.27085023253266927, v*w=0.5417004650653385
f=in_a, v=2, w=0.21910880076345068, v*w=0.43821760152690137
f=has_a, v=1, w=0.34261193924207245, v*w=0.34261193924207245
f=has, v=1, w=0.33871445038896386, v*w=0.33871445038896386
f=hands_., v=2, w=0.16116575620387896, v*w=0.3223315124077579
f=black_shirt, v=1, w=0.31401709877762446, v*w=0.31401709877762446
f=with_a, v=1, w=0.2523841160226351, v*w=0.2523841160226351
f=A_lady, v=1, w=0.23119052053693845, v*w=0.23119052053693845
f=in_her, v=2, w=0.10003414355912468, v*w=0.20006828711824937
f=is_standing, v=1, w=0.12918474420386797, v*w=0.12918474420386797
f=piece_of, v=1, w=0.0934978917804651, v*w=0.0934978917804651
f=piece, v=1, w=0.09190124487583876, v*w=0.09190124487583876
f=rolled_up, v=1, w=0.032570621997444864, v*w=0.032570621997444864
f=The_lady, v=1, w=0.028094363561417254, v*w=0.028094363561417254
f=lady_has, v=1, w=0.02308566576485831, v*w=0.02308566576485831
f=lady_in, v=1, w=0.01336488382881519, v*w=0.01336488382881519
f=hands, v=2, w=0.004907461835673959, v*w=0.009814923671347918
f=standing_in, v=1, w=0.007904230248860644, v*w=0.007904230248860644
f=crowd_with, v=1, w=0.005950438304220094, v*w=0.005950438304220094
f=a_rolled, v=1, w=0, v*w=0
f=up_piece, v=1, w=0, v*w=0
f=negation_count, v=0, w=0.06271304083841969, v*w=0.0
f=up, v=1, w=-0.011231190525961677, v*w=-0.011231190525961677
f=paper_in, v=2, w=-0.016834099713900354, v*w=-0.03366819942780071
f=a_crowd, v=1, w=-0.0336802790586185, v*w=-0.0336802790586185
f=rolled, v=1, w=-0.044616699920858115, v*w=-0.044616699920858115
f=crowd, v=1, w=-0.05436663555593392, v*w=-0.05436663555593392
f=standing, v=1, w=-0.07396091614144877, v*w=-0.07396091614144877
f=black, v=1, w=-0.0813984155623056, v*w=-0.0813984155623056
f=of_paper, v=1, w=-0.08611234637083857, v*w=-0.08611234637083857
f=shirt, v=1, w=-0.13738619608867372, v*w=-0.13738619608867372
f=a_black, v=1, w=-0.15698194960484346, v*w=-0.15698194960484346
